hh1,hh2,area,zone,state,hh_members_num,hhsex,hhage,helevel,wi_quintile_mics,urban_wi_quintile_mics,fies_score,hh_mn_mean_age_yrs,hh_wm_mean_age_yrs,hh_mn_mean_life_satisfaction,hh_mn_overall_happiness,hh_wm_mean_life_satisfaction,hh_wm_overall_happiness
582.0,13.0,URBAN,South South,EDO,4.0,Male,42.0,Senior secondary,Fourth,Second,5,,31.0,,,8.0,1.0
582.0,14.0,URBAN,South South,EDO,2.0,Male,76.0,Senior secondary,Fourth,Middle,1,19.0,,9.0,1.0,,
582.0,16.0,URBAN,South South,EDO,4.0,Male,29.0,Senior secondary,Fourth,Second,5,,28.0,,,7.0,1.0
582.0,17.0,URBAN,South South,EDO,3.0,Male,76.0,Senior secondary,Fourth,Middle,3,,,,,,
582.0,18.0,URBAN,South South,EDO,6.0,Male,53.0,Primary,Richest,Fourth,6,,26.5,,,8.5,2.0
582.0,19.0,URBAN,South South,EDO,4.0,Female,74.0,Senior secondary,Richest,Fourth,5,,40.5,,,7.5,2.0
582.0,20.0,URBAN,South South,EDO,6.0,Male,63.0,Primary,Richest,Richest,6,17.0,,8.0,1.0,,
583.0,1.0,URBAN,South South,EDO,3.0,Male,40.0,Higher/tertiary,Richest,Richest,8,,,,,,
583.0,2.0,URBAN,South South,EDO,2.0,Female,26.0,Senior secondary,Fourth,Middle,7,,26.0,,,4.0,0.0
583.0,3.0,URBAN,South South,EDO,1.0,Female,25.0,Senior secondary,Richest,Fourth,8,,25.0,,,7.0,1.0
583.0,4.0,URBAN,South South,EDO,4.0,Female,33.0,Senior secondary,Fourth,Middle,7,,33.0,,,7.0,1.0
583.0,5.0,URBAN,South South,EDO,2.0,Male,45.0,Higher/tertiary,Richest,Richest,8,,,,,,
583.0,6.0,URBAN,South South,EDO,6.0,Female,70.0,None,Richest,Richest,8,25.0,45.0,6.333333333333333,3.0,6.0,1.0
583.0,7.0,URBAN,South South,EDO,5.0,Male,38.0,Higher/tertiary,Richest,Richest,8,,34.0,,,8.0,1.0
583.0,8.0,URBAN,South South,EDO,3.0,Female,52.0,Senior secondary,Richest,Richest,0,23.0,,3.0,0.0,,
583.0,9.0,URBAN,South South,EDO,6.0,Male,76.0,Senior secondary,Richest,Fourth,8,,33.0,,,8.0,2.0
583.0,10.0,URBAN,South South,EDO,5.0,Male,67.0,Primary,Richest,Richest,4,18.0,35.0,7.0,1.0,9.0,1.0
583.0,12.0,URBAN,South South,EDO,5.0,Male,39.0,Senior secondary,Richest,Fourth,7,39.0,33.0,7.0,1.0,4.0,0.0
583.0,13.0,URBAN,South South,EDO,2.0,Male,27.0,Higher/tertiary,Richest,Fourth,3,,22.0,,,10.0,1.0
583.0,15.0,URBAN,South South,EDO,5.0,Male,58.0,Senior secondary,Richest,Richest,7,,17.0,,,8.5,2.0
583.0,16.0,URBAN,South South,EDO,2.0,Male,84.0,Higher/tertiary,Richest,Fourth,7,,,,,,
583.0,17.0,URBAN,South South,EDO,3.0,Female,53.0,Higher/tertiary,Fourth,Middle,7,,,,,,
583.0,18.0,URBAN,South South,EDO,3.0,Male,70.0,Junior secondary,Richest,Fourth,5,,,,,,
583.0,19.0,URBAN,South South,EDO,3.0,Male,61.0,Higher/tertiary,Richest,Richest,2,,48.0,,,5.0,1.0
583.0,20.0,URBAN,South South,EDO,6.0,Male,43.0,Senior secondary,Richest,Richest,2,36.0,36.0,6.0,2.0,9.0,1.0
584.0,1.0,URBAN,South South,EDO,6.0,Male,38.0,Senior secondary,Richest,Richest,7,38.0,36.0,7.0,1.0,9.0,1.0
584.0,2.0,URBAN,South South,EDO,4.0,Male,50.0,None,Fourth,Second,6,,27.0,,,9.0,1.0
584.0,3.0,URBAN,South South,EDO,3.0,Male,37.0,Higher/tertiary,Richest,Richest,6,37.0,23.0,7.0,1.0,9.0,1.0
584.0,4.0,URBAN,South South,EDO,3.0,Female,48.0,Junior secondary,Richest,Richest,2,,48.0,,,8.0,1.0
584.0,5.0,URBAN,South South,EDO,6.0,Male,60.0,Higher/tertiary,Richest,Richest,5,,,,,,
584.0,6.0,URBAN,South South,EDO,7.0,Male,40.0,Higher/tertiary,Richest,Fourth,6,,36.0,,,10.0,1.0
584.0,7.0,URBAN,South South,EDO,1.0,Male,28.0,Junior secondary,Fourth,Second,7,28.0,,6.0,1.0,,
584.0,8.0,URBAN,South South,EDO,1.0,Male,25.0,Primary,Middle,Second,7,,,,,,
584.0,9.0,URBAN,South South,EDO,1.0,Female,95.0,None,Middle,Second,8,,,,,,
584.0,10.0,URBAN,South South,EDO,1.0,Male,38.0,Junior secondary,Fourth,Middle,6,,,,,,
584.0,11.0,URBAN,South South,EDO,3.0,Female,51.0,Senior secondary,Fourth,Middle,4,21.0,,5.0,1.0,,
584.0,12.0,URBAN,South South,EDO,5.0,Female,27.0,Senior secondary,Fourth,Second,8,,27.0,,,5.0,1.0
584.0,14.0,URBAN,South South,EDO,4.0,Male,87.0,Higher/tertiary,Richest,Richest,8,,,,,,
584.0,15.0,URBAN,South South,EDO,3.0,Male,34.0,Senior secondary,Fourth,Middle,6,,29.0,,,6.0,1.0
584.0,17.0,URBAN,South South,EDO,3.0,Male,74.0,Primary,Fourth,Middle,8,,,,,,
584.0,18.0,URBAN,South South,EDO,3.0,Male,37.0,Senior secondary,Fourth,Middle,8,,,,,,
584.0,19.0,URBAN,South South,EDO,7.0,Male,67.0,Primary,Richest,Fourth,6,,33.0,,,7.0,1.0
584.0,20.0,URBAN,South South,EDO,6.0,Male,50.0,Primary,Richest,Fourth,8,,42.0,,,6.0,1.0
585.0,1.0,URBAN,South South,EDO,1.0,Male,45.0,Higher/tertiary,Richest,Richest,7,45.0,,6.0,1.0,,
585.0,2.0,URBAN,South South,EDO,2.0,Female,30.0,Higher/tertiary,Richest,Richest,5,,29.0,,,7.0,2.0
585.0,4.0,URBAN,South South,EDO,6.0,Male,49.0,Higher/tertiary,Richest,Richest,6,,46.0,,,9.0,1.0
585.0,6.0,URBAN,South South,EDO,4.0,Male,76.0,Higher/tertiary,Richest,Richest,0,,28.0,,,8.0,1.0
585.0,7.0,URBAN,South South,EDO,5.0,Female,63.0,Higher/tertiary,Richest,Richest,8,,21.0,,,7.0,1.0
585.0,8.0,URBAN,South South,EDO,1.0,Male,26.0,Junior secondary,Fourth,Middle,4,,,,,,
585.0,9.0,URBAN,South South,EDO,3.0,Female,30.0,Senior secondary,Fourth,Middle,7,,30.0,,,5.0,0.0
585.0,10.0,URBAN,South South,EDO,5.0,Male,80.0,None,Richest,Richest,3,,23.5,,,8.0,2.0
585.0,11.0,URBAN,South South,EDO,4.0,Male,34.0,Higher/tertiary,Richest,Richest,1,34.0,33.0,4.0,1.0,8.0,1.0
585.0,12.0,URBAN,South South,EDO,6.0,Male,31.0,Junior secondary,Richest,Fourth,8,,26.0,,,9.0,1.0
585.0,13.0,URBAN,South South,EDO,6.0,Male,42.0,Senior secondary,Richest,Richest,6,32.0,33.0,4.0,2.0,10.0,1.0
585.0,14.0,URBAN,South South,EDO,4.0,Male,40.0,Higher/tertiary,Richest,Richest,8,,30.0,,,5.0,0.0
585.0,16.0,URBAN,South South,EDO,3.0,Male,47.0,Higher/tertiary,Richest,Richest,4,,37.0,,,8.0,1.0
585.0,17.0,URBAN,South South,EDO,1.0,Male,22.0,Primary,Fourth,Middle,8,22.0,,9.0,1.0,,
585.0,18.0,URBAN,South South,EDO,1.0,Male,40.0,Higher/tertiary,Richest,Richest,8,,,,,,
585.0,19.0,URBAN,South South,EDO,6.0,Male,58.0,Senior secondary,Richest,Richest,1,,18.0,,,10.0,1.0
585.0,20.0,URBAN,South South,EDO,2.0,Male,81.0,Higher/tertiary,Richest,Richest,1,,,,,,
586.0,1.0,URBAN,South South,EDO,6.0,Male,49.0,Primary,Fourth,Middle,6,49.0,39.0,6.0,1.0,7.0,1.0
586.0,2.0,URBAN,South South,EDO,5.0,Male,39.0,Primary,Fourth,Middle,7,,38.0,,,8.0,1.0
586.0,3.0,URBAN,South South,EDO,6.0,Male,41.0,Junior secondary,Fourth,Second,8,41.0,30.0,6.0,1.0,7.0,1.0
586.0,4.0,URBAN,South South,EDO,3.0,Male,30.0,Primary,Fourth,Middle,8,,28.0,,,7.0,1.0
586.0,5.0,URBAN,South South,EDO,1.0,Male,28.0,Primary,Fourth,Middle,8,28.0,,4.0,0.0,,
586.0,6.0,URBAN,South South,EDO,7.0,Male,70.0,Higher/tertiary,Richest,Richest,1,,,,,,
586.0,7.0,URBAN,South South,EDO,1.0,Male,39.0,Senior secondary,Richest,Fourth,7,39.0,,4.0,0.0,,
586.0,9.0,URBAN,South South,EDO,3.0,Male,55.0,Higher/tertiary,Richest,Fourth,5,15.0,,7.0,1.0,,
586.0,10.0,URBAN,South South,EDO,7.0,Male,55.0,Primary,Richest,Fourth,7,,29.5,,,7.5,2.0
586.0,12.0,URBAN,South South,EDO,3.0,Male,44.0,Higher/tertiary,Richest,Richest,8,,36.0,,,10.0,1.0
586.0,13.0,URBAN,South South,EDO,4.0,Male,63.0,Higher/tertiary,Richest,Richest,2,,15.0,,,10.0,1.0
586.0,14.0,URBAN,South South,EDO,4.0,Male,43.0,Higher/tertiary,Richest,Richest,5,,35.0,,,9.0,1.0
586.0,15.0,URBAN,South South,EDO,2.0,Male,75.0,Primary,Richest,Richest,7,,,,,,
586.0,16.0,URBAN,South South,EDO,2.0,Male,24.0,Higher/tertiary,Richest,Fourth,5,,,,,,
586.0,17.0,URBAN,South South,EDO,1.0,Male,25.0,Higher/tertiary,Fourth,Middle,8,25.0,,9.0,1.0,,
586.0,19.0,URBAN,South South,EDO,5.0,Male,41.0,Senior secondary,Richest,Fourth,8,41.0,36.0,6.0,1.0,10.0,1.0
586.0,20.0,URBAN,South South,EDO,2.0,Female,30.0,Senior secondary,Fourth,Middle,6,,30.0,,,6.0,1.0
587.0,1.0,URBAN,South South,EDO,2.0,Female,78.0,Junior secondary,Richest,Richest,7,,,,,,
587.0,2.0,URBAN,South South,EDO,5.0,Male,38.0,Junior secondary,Richest,Fourth,8,,32.0,,,6.0,1.0
587.0,3.0,URBAN,South South,EDO,4.0,Male,33.0,None,Fourth,Middle,8,33.0,25.0,6.0,1.0,9.0,1.0
587.0,4.0,URBAN,South South,EDO,1.0,Male,23.0,Higher/tertiary,Fourth,Middle,6,,,,,,
587.0,5.0,URBAN,South South,EDO,5.0,Male,43.0,Higher/tertiary,Richest,Richest,0,43.0,41.0,7.0,1.0,10.0,1.0
587.0,6.0,URBAN,South South,EDO,3.0,Male,36.0,Higher/tertiary,Richest,Richest,0,,25.0,,,10.0,1.0
587.0,7.0,URBAN,South South,EDO,1.0,Male,29.0,None,Fourth,Second,7,29.0,,5.0,1.0,,
587.0,8.0,URBAN,South South,EDO,2.0,Male,77.0,Senior secondary,Richest,Richest,7,,,,,,
587.0,9.0,URBAN,South South,EDO,1.0,Male,22.0,Senior secondary,Fourth,Middle,8,22.0,,6.0,1.0,,
587.0,10.0,URBAN,South South,EDO,1.0,Female,80.0,Primary,Richest,Richest,5,,,,,,
587.0,11.0,URBAN,South South,EDO,3.0,Male,61.0,Higher/tertiary,Fourth,Middle,7,,23.0,,,10.0,1.0
587.0,12.0,URBAN,South South,EDO,4.0,Male,31.0,Senior secondary,Fourth,Middle,8,,26.0,,,7.0,1.0
587.0,13.0,URBAN,South South,EDO,4.0,Male,57.0,Higher/tertiary,Richest,Richest,0,,46.0,,,7.0,1.0
587.0,14.0,URBAN,South South,EDO,5.0,Male,40.0,Primary,Middle,Poorest,4,,32.0,,,9.0,1.0
587.0,16.0,URBAN,South South,EDO,2.0,Female,44.0,Higher/tertiary,Richest,Richest,7,,44.0,,,4.0,1.0
587.0,17.0,URBAN,South South,EDO,2.0,Male,27.0,Higher/tertiary,Richest,Richest,5,21.0,,6.5,2.0,,
587.0,18.0,URBAN,South South,EDO,5.0,Male,36.0,Higher/tertiary,Richest,Richest,5,,28.0,,,9.0,1.0
587.0,19.0,URBAN,South South,EDO,4.0,Male,39.0,Higher/tertiary,Richest,Richest,8,39.0,38.0,7.0,1.0,8.0,1.0
587.0,20.0,URBAN,South South,EDO,3.0,Male,31.0,Higher/tertiary,Richest,Richest,5,,26.0,,,7.0,1.0
588.0,1.0,RURAL,South South,EDO,1.0,Male,47.0,None,Second,,3,47.0,,1.0,1.0,,
588.0,2.0,RURAL,South South,EDO,4.0,Female,47.0,Senior secondary,Middle,,8,,31.0,,,8.0,2.0
588.0,3.0,RURAL,South South,EDO,4.0,Female,30.0,Primary,Second,,6,,30.0,,,9.0,1.0
588.0,4.0,RURAL,South South,EDO,9.0,Male,46.0,Senior secondary,Middle,,8,,30.0,,,9.0,2.0
588.0,5.0,RURAL,South South,EDO,5.0,Male,41.0,Senior secondary,Second,,4,41.0,35.0,1.0,1.0,9.0,1.0
588.0,6.0,RURAL,South South,EDO,2.0,Male,45.0,Primary,Middle,,8,,,,,,
588.0,7.0,RURAL,South South,EDO,4.0,Male,35.0,None,Fourth,,4,35.0,28.0,1.0,1.0,9.0,1.0
588.0,8.0,RURAL,South South,EDO,7.0,Male,65.0,Primary,Fourth,,8,,27.0,,,9.0,1.0
588.0,9.0,RURAL,South South,EDO,8.0,Male,45.0,Primary,Fourth,,2,30.0,40.0,1.0,2.0,9.0,1.0
588.0,10.0,RURAL,South South,EDO,3.0,Female,53.0,Senior secondary,Fourth,,8,,,,,,
588.0,11.0,RURAL,South South,EDO,8.0,Male,36.0,Primary,Middle,,4,36.0,24.5,4.0,1.0,9.0,2.0
588.0,12.0,RURAL,South South,EDO,5.0,Male,51.0,Senior secondary,Second,,0,,45.0,,,4.0,1.0
588.0,13.0,RURAL,South South,EDO,3.0,Male,41.0,Senior secondary,Second,,3,41.0,19.0,1.0,1.0,9.0,1.0
588.0,14.0,RURAL,South South,EDO,4.0,Male,44.0,Senior secondary,Middle,,0,,39.0,,,4.0,1.0
588.0,15.0,RURAL,South South,EDO,6.0,Male,36.0,Primary,Middle,,6,36.0,34.0,1.0,1.0,9.0,1.0
588.0,16.0,RURAL,South South,EDO,7.0,Male,56.0,Senior secondary,Fourth,,0,,15.0,,,3.0,1.0
588.0,17.0,RURAL,South South,EDO,2.0,Female,62.0,None,Middle,,3,,40.0,,,6.0,1.0
588.0,18.0,RURAL,South South,EDO,1.0,Male,31.0,Senior secondary,Fourth,,0,,,,,,
588.0,19.0,RURAL,South South,EDO,6.0,Male,41.0,None,Middle,,0,41.0,36.0,1.0,1.0,7.0,1.0
588.0,20.0,RURAL,South South,EDO,1.0,Male,27.0,Senior secondary,Fourth,,0,,,,,,
589.0,1.0,RURAL,South South,EDO,4.0,Male,55.0,Higher/tertiary,Richest,,6,,35.0,,,9.0,2.0
589.0,2.0,RURAL,South South,EDO,2.0,Female,89.0,None,Fourth,,1,,,,,,
589.0,3.0,RURAL,South South,EDO,2.0,Female,54.0,Senior secondary,Second,,7,,18.0,,,8.0,1.0
589.0,4.0,RURAL,South South,EDO,2.0,Female,61.0,Senior secondary,Second,,3,,,,,,
589.0,5.0,RURAL,South South,EDO,3.0,Male,61.0,Senior secondary,Middle,,6,,,,,,
589.0,6.0,RURAL,South South,EDO,5.0,Male,55.0,Senior secondary,Middle,,7,,32.0,,,8.0,2.0
589.0,7.0,RURAL,South South,EDO,4.0,Male,63.0,Higher/tertiary,Fourth,,4,21.0,34.0,5.0,1.0,6.0,0.0
589.0,8.0,RURAL,South South,EDO,6.0,Male,52.0,Senior secondary,Richest,,7,,47.0,,,8.0,1.0
589.0,13.0,RURAL,South South,EDO,3.0,Male,30.0,Senior secondary,Middle,,8,30.0,19.0,7.0,1.0,6.0,1.0
589.0,14.0,RURAL,South South,EDO,3.0,Female,54.0,Primary,Middle,,8,,28.0,,,5.0,1.0
589.0,15.0,RURAL,South South,EDO,1.0,Female,60.0,Primary,Middle,,8,,,,,,
589.0,16.0,RURAL,South South,EDO,5.0,Male,35.0,Senior secondary,Fourth,,0,,,,,,
589.0,17.0,RURAL,South South,EDO,7.0,Male,49.0,Senior secondary,Fourth,,5,49.0,25.333333333333332,6.0,1.0,8.0,3.0
589.0,18.0,RURAL,South South,EDO,1.0,Male,86.0,Primary,Richest,,0,,,,,,
589.0,19.0,RURAL,South South,EDO,8.0,Male,45.0,Higher/tertiary,Fourth,,7,45.0,43.0,4.0,1.0,10.0,1.0
589.0,20.0,RURAL,South South,EDO,4.0,Male,80.0,Senior secondary,Richest,,6,,19.0,,,3.0,0.0
590.0,1.0,RURAL,South South,EDO,7.0,Male,60.0,Primary,Middle,,4,25.333333333333332,32.0,4.0,3.0,8.0,1.0
590.0,2.0,RURAL,South South,EDO,2.0,Male,75.0,Senior secondary,Middle,,8,,,,,,
590.0,3.0,RURAL,South South,EDO,3.0,Male,51.0,Senior secondary,Fourth,,2,,,,,,
590.0,4.0,RURAL,South South,EDO,5.0,Female,69.0,Primary,Middle,,8,,35.0,,,7.0,1.0
590.0,5.0,RURAL,South South,EDO,5.0,Male,43.0,Senior secondary,Middle,,4,43.0,35.0,5.0,1.0,9.0,1.0
590.0,6.0,RURAL,South South,EDO,2.0,Female,51.0,Primary,Middle,,8,,,,,,
590.0,8.0,RURAL,South South,EDO,3.0,Male,47.0,None,Middle,,8,,,,,,
590.0,9.0,RURAL,South South,EDO,5.0,Male,30.0,Higher/tertiary,Fourth,,3,30.0,20.5,6.0,1.0,9.0,2.0
590.0,10.0,RURAL,South South,EDO,3.0,Female,23.0,Senior secondary,Middle,,8,,23.0,,,9.0,1.0
590.0,11.0,RURAL,South South,EDO,5.0,Male,52.0,Senior secondary,Fourth,,4,,43.0,,,8.0,1.0
590.0,12.0,RURAL,South South,EDO,3.0,Male,87.0,None,Fourth,,0,,,,,,
590.0,13.0,RURAL,South South,EDO,3.0,Female,85.0,None,Fourth,,3,,,,,,
590.0,14.0,RURAL,South South,EDO,5.0,Male,42.0,Senior secondary,Middle,,0,,33.0,,,2.0,1.0
590.0,15.0,RURAL,South South,EDO,4.0,Female,42.0,Senior secondary,Fourth,,5,,29.0,,,6.0,2.0
590.0,16.0,RURAL,South South,EDO,7.0,Male,51.0,Senior secondary,Fourth,,0,,28.0,,,2.5,2.0
590.0,17.0,RURAL,South South,EDO,5.0,Male,40.0,Higher/tertiary,Fourth,,4,40.0,30.0,5.0,1.0,9.0,1.0
590.0,18.0,RURAL,South South,EDO,6.0,Male,71.0,Junior secondary,Fourth,,0,,29.0,,,4.0,2.0
590.0,19.0,RURAL,South South,EDO,3.0,Male,46.0,Primary,Fourth,,0,46.0,38.0,6.0,1.0,9.0,1.0
590.0,20.0,RURAL,South South,EDO,5.0,Male,63.0,Senior secondary,Richest,,0,,33.5,,,3.0,2.0
591.0,1.0,URBAN,South South,EDO,6.0,Female,37.0,Primary,Middle,Poorest,8,,26.0,,,4.0,2.0
591.0,2.0,URBAN,South South,EDO,2.0,Male,51.0,Higher/tertiary,Richest,Richest,8,,46.0,,,6.0,0.0
591.0,3.0,URBAN,South South,EDO,3.0,Female,29.0,Senior secondary,Fourth,Second,8,,29.5,,,3.5,2.0
591.0,4.0,URBAN,South South,EDO,1.0,Female,32.0,Higher/tertiary,Fourth,Middle,8,,32.0,,,6.0,0.0
591.0,5.0,URBAN,South South,EDO,5.0,Female,79.0,None,Fourth,Middle,8,23.333333333333332,32.0,2.0,3.0,2.0,1.0
591.0,6.0,URBAN,South South,EDO,2.0,Male,73.0,Senior secondary,Fourth,Middle,4,,,,,,
591.0,7.0,URBAN,South South,EDO,7.0,Male,48.0,Senior secondary,Fourth,Second,6,26.0,33.0,5.0,1.0,3.0,1.0
591.0,8.0,URBAN,South South,EDO,6.0,Male,49.0,Senior secondary,Fourth,Middle,7,,32.5,,,6.0,1.0
591.0,9.0,URBAN,South South,EDO,2.0,Male,36.0,Primary,Richest,Richest,0,,33.0,,,8.0,1.0
591.0,10.0,URBAN,South South,EDO,3.0,Male,41.0,Higher/tertiary,Richest,Richest,3,,33.0,,,3.0,1.0
591.0,11.0,URBAN,South South,EDO,4.0,Male,44.0,Senior secondary,Richest,Richest,0,,41.0,,,6.0,1.0
591.0,12.0,URBAN,South South,EDO,1.0,Male,42.0,Higher/tertiary,Richest,Fourth,1,,,,,,
591.0,13.0,URBAN,South South,EDO,5.0,Male,74.0,Primary,Richest,Fourth,1,26.0,21.0,2.0,1.0,9.0,1.0
591.0,14.0,URBAN,South South,EDO,1.0,Female,19.0,Senior secondary,Fourth,Middle,6,,19.0,,,7.0,1.0
591.0,15.0,URBAN,South South,EDO,3.0,Male,31.0,Senior secondary,Richest,Fourth,0,31.0,25.0,1.0,1.0,8.0,1.0
591.0,16.0,URBAN,South South,EDO,5.0,Female,49.0,None,Richest,Fourth,4,,32.0,,,8.5,2.0
591.0,17.0,URBAN,South South,EDO,2.0,Male,42.0,Senior secondary,Richest,Fourth,3,42.0,35.0,1.0,1.0,3.0,0.0
591.0,18.0,URBAN,South South,EDO,4.0,Male,36.0,Higher/tertiary,Richest,Fourth,4,,27.0,,,9.0,1.0
591.0,19.0,URBAN,South South,EDO,5.0,Female,42.0,Junior secondary,Richest,Fourth,8,20.0,42.0,5.5,1.0,5.0,1.0
591.0,20.0,URBAN,South South,EDO,2.0,Male,40.0,Higher/tertiary,Richest,Fourth,5,,35.0,,,9.0,1.0
592.0,1.0,RURAL,South South,EDO,3.0,Male,28.0,Primary,Second,,6,,23.0,,,7.0,0.0
592.0,2.0,RURAL,South South,EDO,5.0,Male,56.0,Primary,Second,,3,15.0,,1.0,1.0,,
592.0,3.0,RURAL,South South,EDO,2.0,Male,21.0,Senior secondary,Second,,6,,,,,,
592.0,4.0,RURAL,South South,EDO,4.0,Male,59.0,Primary,Second,,3,,46.0,,,1.0,1.0
592.0,5.0,RURAL,South South,EDO,3.0,Male,43.0,Senior secondary,Middle,,0,,30.0,,,4.0,1.0
592.0,6.0,RURAL,South South,EDO,2.0,Male,34.0,Primary,Poorest,,3,29.5,,6.0,0.0,,
592.0,7.0,RURAL,South South,EDO,6.0,Male,30.0,Senior secondary,Second,,0,,26.0,,,5.0,1.0
592.0,8.0,RURAL,South South,EDO,5.0,Male,62.0,None,Second,,3,25.5,,1.25,4.0,,
592.0,9.0,RURAL,South South,EDO,2.0,Male,62.0,Senior secondary,Middle,,0,,40.0,,,6.0,0.0
592.0,10.0,RURAL,South South,EDO,5.0,Male,33.0,Primary,Poorest,,6,33.0,27.0,1.0,1.0,6.0,0.0
592.0,11.0,RURAL,South South,EDO,3.0,Male,46.0,Primary,Second,,5,,42.0,,,9.0,1.0
592.0,12.0,RURAL,South South,EDO,2.0,Male,64.0,Senior secondary,Second,,6,,45.0,,,3.0,1.0
592.0,13.0,RURAL,South South,EDO,4.0,Male,38.0,Senior secondary,Second,,6,,24.0,,,7.0,1.0
592.0,14.0,RURAL,South South,EDO,5.0,Male,42.0,Senior secondary,Poorest,,0,38.0,32.0,1.0,1.0,4.0,1.0
592.0,15.0,RURAL,South South,EDO,5.0,Female,36.0,None,Second,,5,,36.0,,,7.0,1.0
592.0,16.0,RURAL,South South,EDO,6.0,Male,55.0,Senior secondary,Poorest,,0,,25.0,,,3.0,1.0
592.0,17.0,RURAL,South South,EDO,2.0,Female,62.0,None,Second,,6,,,,,,
592.0,18.0,RURAL,South South,EDO,3.0,Male,55.0,Primary,Poorest,,7,,25.0,,,2.0,1.0
592.0,19.0,RURAL,South South,EDO,1.0,Male,20.0,Junior secondary,Middle,,6,,,,,,
592.0,20.0,RURAL,South South,EDO,1.0,Male,26.0,Senior secondary,Poorest,,8,26.0,,2.0,1.0,,
594.0,1.0,RURAL,South South,EDO,2.0,Male,40.0,Senior secondary,Fourth,,3,44.5,,1.0,2.0,,
594.0,2.0,RURAL,South South,EDO,1.0,Male,32.0,Higher/tertiary,Richest,,0,,,,,,
594.0,3.0,RURAL,South South,EDO,3.0,Female,37.0,Higher/tertiary,Fourth,,6,,37.0,,,2.0,1.0
594.0,4.0,RURAL,South South,EDO,1.0,Male,57.0,Senior secondary,Richest,,0,,,,,,
594.0,5.0,RURAL,South South,EDO,2.0,Male,38.0,Senior secondary,Richest,,3,31.5,,1.0,2.0,,
594.0,6.0,RURAL,South South,EDO,4.0,Female,46.0,Junior secondary,Richest,,6,,26.0,,,7.666666666666667,3.0
594.0,7.0,RURAL,South South,EDO,1.0,Male,54.0,Higher/tertiary,Fourth,,8,,,,,,
594.0,8.0,RURAL,South South,EDO,1.0,Male,52.0,Senior secondary,Richest,,3,,,,,,
594.0,9.0,RURAL,South South,EDO,2.0,Male,42.0,Senior secondary,Fourth,,0,34.5,,2.5,2.0,,
594.0,10.0,RURAL,South South,EDO,1.0,Female,27.0,Higher/tertiary,Richest,,0,,27.0,,,7.0,1.0
594.0,11.0,RURAL,South South,EDO,1.0,Female,23.0,Higher/tertiary,Middle,,8,,23.0,,,3.0,0.0
594.0,12.0,RURAL,South South,EDO,6.0,Male,39.0,Senior secondary,Richest,,6,,35.0,,,10.0,1.0
594.0,13.0,RURAL,South South,EDO,4.0,Male,42.0,Senior secondary,Richest,,3,,31.0,,,2.0,1.0
594.0,14.0,RURAL,South South,EDO,1.0,Female,50.0,Senior secondary,Richest,,8,,,,,,
594.0,15.0,RURAL,South South,EDO,3.0,Male,41.0,Higher/tertiary,Fourth,,7,41.0,29.0,6.0,0.0,2.0,1.0
594.0,16.0,RURAL,South South,EDO,1.0,Male,44.0,Senior secondary,Fourth,,0,,,,,,
594.0,17.0,RURAL,South South,EDO,3.0,Female,43.0,Senior secondary,Fourth,,2,,27.0,,,2.6666666666666665,3.0
594.0,18.0,RURAL,South South,EDO,2.0,Female,37.0,Senior secondary,Richest,,8,,37.0,,,9.0,1.0
594.0,19.0,RURAL,South South,EDO,1.0,Male,30.0,Higher/tertiary,Richest,,5,30.0,,4.0,1.0,,
594.0,20.0,RURAL,South South,EDO,3.0,Male,27.0,Senior secondary,Richest,,0,,25.0,,,10.0,1.0
595.0,1.0,URBAN,South South,EDO,1.0,Male,56.0,Higher/tertiary,Richest,Richest,4,,,,,,
595.0,2.0,URBAN,South South,EDO,6.0,Male,50.0,Junior secondary,Middle,Poorest,8,,31.5,,,8.5,2.0
595.0,3.0,URBAN,South South,EDO,4.0,Male,64.0,Junior secondary,Richest,Richest,3,,,,,,
595.0,4.0,URBAN,South South,EDO,3.0,Male,61.0,Senior secondary,Richest,Fourth,7,,,,,,
595.0,5.0,URBAN,South South,EDO,1.0,Male,73.0,Junior secondary,Middle,Second,1,,,,,,
595.0,6.0,URBAN,South South,EDO,3.0,Male,32.0,Higher/tertiary,Middle,Second,7,,28.0,,,7.0,1.0
595.0,7.0,URBAN,South South,EDO,5.0,Male,41.0,Senior secondary,Richest,Fourth,0,41.0,24.5,6.0,1.0,6.5,2.0
595.0,8.0,URBAN,South South,EDO,2.0,Male,24.0,Senior secondary,Fourth,Second,7,,24.0,,,8.0,1.0
595.0,9.0,URBAN,South South,EDO,2.0,Female,51.0,None,Middle,Poorest,0,,17.0,,,8.0,1.0
595.0,10.0,URBAN,South South,EDO,6.0,Male,29.0,Senior secondary,Fourth,Second,7,,28.0,,,8.0,1.0
595.0,11.0,URBAN,South South,EDO,1.0,Female,56.0,Primary,Fourth,Middle,8,,,,,,
595.0,12.0,URBAN,South South,EDO,4.0,Female,75.0,Primary,Fourth,Second,6,,20.0,,,5.5,1.0
595.0,13.0,URBAN,South South,EDO,7.0,Male,71.0,None,Middle,Second,8,,,,,,
595.0,14.0,URBAN,South South,EDO,3.0,Male,27.0,Senior secondary,Fourth,Middle,7,,,,,,
595.0,16.0,URBAN,South South,EDO,5.0,Female,32.0,Higher/tertiary,Richest,Fourth,0,,32.0,,,8.0,1.0
