hh1,hh2,area,zone,state,hh_members_num,hhsex,hhage,helevel,wi_quintile_mics,urban_wi_quintile_mics,fies_score,hh_mn_mean_age_yrs,hh_wm_mean_age_yrs,hh_mn_mean_life_satisfaction,hh_mn_overall_happiness,hh_wm_mean_life_satisfaction,hh_wm_overall_happiness
1756.0,3.0,RURAL,North West,ZAMFARA,3.0,Male,60.0,None,Second,,8,,,,,,
1756.0,4.0,RURAL,North West,ZAMFARA,3.0,Male,31.0,None,Poorest,,8,,28.0,,,5.0,0.0
1756.0,5.0,RURAL,North West,ZAMFARA,6.0,Male,40.0,None,Second,,8,40.0,30.0,4.0,1.0,5.0,0.0
1756.0,6.0,RURAL,North West,ZAMFARA,8.0,Male,39.0,Higher/tertiary,Second,,8,,22.0,,,4.0,0.0
1756.0,7.0,RURAL,North West,ZAMFARA,9.0,Male,60.0,Senior secondary,Second,,8,17.0,,6.333333333333333,0.0,,
1756.0,8.0,RURAL,North West,ZAMFARA,9.0,Male,69.0,None,Second,,8,,45.0,,,4.0,0.0
1756.0,9.0,RURAL,North West,ZAMFARA,7.0,Male,30.0,Senior secondary,Second,,8,30.0,28.0,5.0,0.0,5.0,0.0
1756.0,10.0,RURAL,North West,ZAMFARA,3.0,Male,28.0,Senior secondary,Second,,8,,25.0,,,5.0,0.0
1756.0,11.0,RURAL,North West,ZAMFARA,12.0,Male,53.0,None,Poorest,,6,,38.5,,,6.5,1.0
1756.0,12.0,RURAL,North West,ZAMFARA,8.0,Male,55.0,None,Second,,5,,25.0,,,6.333333333333333,2.0
1756.0,13.0,RURAL,North West,ZAMFARA,7.0,Male,47.0,None,Second,,3,47.0,30.0,4.0,0.0,6.0,1.0
1756.0,14.0,RURAL,North West,ZAMFARA,1.0,Male,70.0,None,Poorest,,3,,,,,,
1756.0,15.0,RURAL,North West,ZAMFARA,4.0,Male,67.0,None,Second,,2,25.0,,7.0,0.0,,
1756.0,16.0,RURAL,North West,ZAMFARA,4.0,Male,46.0,None,Poorest,,5,,28.0,,,6.0,1.0
1756.0,17.0,RURAL,North West,ZAMFARA,8.0,Male,50.0,None,Poorest,,6,,25.0,,,6.0,1.0
1756.0,18.0,RURAL,North West,ZAMFARA,11.0,Male,45.0,None,Second,,6,,32.5,,,8.0,0.0
1756.0,19.0,RURAL,North West,ZAMFARA,4.0,Male,40.0,None,Poorest,,4,40.0,29.0,3.0,1.0,2.0,1.0
1756.0,20.0,RURAL,North West,ZAMFARA,3.0,Male,35.0,Primary,Second,,2,,18.0,,,6.0,1.0
1757.0,1.0,RURAL,North West,ZAMFARA,3.0,Male,56.0,None,Second,,7,,,,,,
1757.0,2.0,RURAL,North West,ZAMFARA,5.0,Male,62.0,None,Second,,7,20.0,48.0,6.0,1.0,6.0,0.0
1757.0,3.0,RURAL,North West,ZAMFARA,8.0,Male,60.0,None,Second,,7,,,,,,
1757.0,4.0,RURAL,North West,ZAMFARA,6.0,Male,50.0,None,Second,,8,,35.0,,,5.0,0.0
1757.0,5.0,RURAL,North West,ZAMFARA,2.0,Male,28.0,None,Second,,8,,17.0,,,6.0,0.0
1757.0,6.0,RURAL,North West,ZAMFARA,8.0,Male,40.0,None,Second,,8,40.0,33.5,4.0,1.0,6.0,0.0
1757.0,7.0,RURAL,North West,ZAMFARA,6.0,Male,32.0,None,Second,,8,,30.0,,,5.0,0.0
1757.0,8.0,RURAL,North West,ZAMFARA,2.0,Male,29.0,None,Second,,8,29.0,19.0,4.0,1.0,5.0,0.0
1757.0,9.0,RURAL,North West,ZAMFARA,4.0,Male,30.0,None,Second,,8,,28.0,,,5.0,0.0
1757.0,10.0,RURAL,North West,ZAMFARA,9.0,Male,57.0,None,Second,,8,17.0,15.0,3.5,2.0,5.0,0.0
1757.0,11.0,RURAL,North West,ZAMFARA,7.0,Male,52.0,None,Poorest,,5,,24.5,,,6.5,1.0
1757.0,12.0,RURAL,North West,ZAMFARA,9.0,Male,60.0,None,Poorest,,5,15.0,37.0,5.0,1.0,6.5,1.0
1757.0,13.0,RURAL,North West,ZAMFARA,7.0,Male,54.0,None,Second,,4,,37.5,,,6.5,1.0
1757.0,14.0,RURAL,North West,ZAMFARA,3.0,Male,37.0,None,Second,,0,37.0,25.0,4.0,1.0,5.0,1.0
1757.0,15.0,RURAL,North West,ZAMFARA,2.0,Male,30.0,None,Poorest,,1,,20.0,,,5.0,1.0
1757.0,16.0,RURAL,North West,ZAMFARA,2.0,Male,35.0,None,Poorest,,0,35.0,20.0,8.0,1.0,6.0,1.0
1757.0,17.0,RURAL,North West,ZAMFARA,5.0,Male,40.0,None,Poorest,,3,,25.0,,,7.0,0.0
1757.0,18.0,RURAL,North West,ZAMFARA,4.0,Male,45.0,None,Poorest,,4,45.0,20.0,3.0,1.0,5.0,1.0
1757.0,19.0,RURAL,North West,ZAMFARA,6.0,Male,40.0,Senior secondary,Poorest,,5,,18.5,,,6.0,1.0
1757.0,20.0,RURAL,North West,ZAMFARA,5.0,Male,50.0,None,Poorest,,4,,25.0,,,7.0,0.0
1758.0,1.0,RURAL,North West,ZAMFARA,3.0,Male,35.0,None,Second,,7,,20.0,,,7.0,0.0
1758.0,2.0,RURAL,North West,ZAMFARA,8.0,Male,36.0,None,Second,,8,36.0,24.0,3.0,1.0,7.5,0.0
1758.0,3.0,RURAL,North West,ZAMFARA,3.0,Male,28.0,None,Poorest,,8,,20.0,,,5.0,0.0
1758.0,4.0,RURAL,North West,ZAMFARA,12.0,Male,60.0,None,Second,,6,17.25,40.0,4.0,4.0,5.0,0.0
1758.0,5.0,RURAL,North West,ZAMFARA,7.0,Male,50.0,None,Second,,7,,33.5,,,5.0,0.0
1758.0,6.0,RURAL,North West,ZAMFARA,2.0,Male,28.0,Primary,Second,,8,28.0,24.0,3.0,1.0,5.0,0.0
1758.0,7.0,RURAL,North West,ZAMFARA,6.0,Male,75.0,None,Second,,8,,,,,,
1758.0,8.0,RURAL,North West,ZAMFARA,7.0,Male,34.0,None,Poorest,,8,34.0,28.0,4.0,1.0,5.0,0.0
1758.0,9.0,RURAL,North West,ZAMFARA,4.0,Male,62.0,None,Second,,8,,,,,,
1758.0,10.0,RURAL,North West,ZAMFARA,4.0,Male,32.0,Primary,Second,,8,32.0,29.0,6.0,1.0,5.0,0.0
1758.0,11.0,RURAL,North West,ZAMFARA,5.0,Male,80.0,None,Poorest,,7,,30.0,,,7.0,0.0
1758.0,12.0,RURAL,North West,ZAMFARA,6.0,Male,50.0,None,Poorest,,3,15.0,35.0,7.0,1.0,9.0,0.0
1758.0,13.0,RURAL,North West,ZAMFARA,7.0,Male,60.0,None,Poorest,,7,,28.5,,,6.5,0.0
1758.0,14.0,RURAL,North West,ZAMFARA,6.0,Male,68.0,None,Poorest,,7,17.5,,9.5,0.0,,
1758.0,15.0,RURAL,North West,ZAMFARA,3.0,Male,40.0,None,Poorest,,7,,17.0,,,6.0,1.0
1758.0,16.0,RURAL,North West,ZAMFARA,10.0,Male,52.0,None,Poorest,,5,20.5,34.0,5.0,2.0,7.0,0.0
1758.0,17.0,RURAL,North West,ZAMFARA,5.0,Male,48.0,None,Poorest,,4,,26.5,,,6.5,1.0
1758.0,18.0,RURAL,North West,ZAMFARA,2.0,Male,30.0,None,Second,,0,30.0,20.0,3.0,1.0,7.0,0.0
1758.0,19.0,RURAL,North West,ZAMFARA,3.0,Male,55.0,None,Poorest,,3,,40.0,,,7.0,0.0
1758.0,20.0,RURAL,North West,ZAMFARA,12.0,Male,45.0,None,Second,,0,45.0,29.666666666666668,6.0,1.0,6.333333333333333,1.0
1761.0,1.0,RURAL,North West,ZAMFARA,9.0,Male,51.0,Primary,Middle,,8,,35.0,,,6.0,0.0
1761.0,2.0,RURAL,North West,ZAMFARA,7.0,Male,46.0,None,Second,,7,27.666666666666668,39.0,7.333333333333333,2.0,5.0,0.0
1761.0,4.0,RURAL,North West,ZAMFARA,4.0,Male,67.0,Primary,Second,,1,18.0,,10.0,1.0,,
1761.0,5.0,RURAL,North West,ZAMFARA,6.0,Male,66.0,Higher/tertiary,Poorest,,5,,19.0,,,6.0,0.0
1761.0,6.0,RURAL,North West,ZAMFARA,5.0,Male,37.0,Senior secondary,Second,,3,37.0,,10.0,1.0,,
1761.0,7.0,RURAL,North West,ZAMFARA,16.0,Male,61.0,None,Poorest,,8,,41.0,,,8.0,0.0
1761.0,8.0,RURAL,North West,ZAMFARA,6.0,Male,53.0,Higher/tertiary,Second,,7,,23.0,,,4.5,2.0
1761.0,9.0,RURAL,North West,ZAMFARA,8.0,Male,33.0,Higher/tertiary,Middle,,5,,25.0,,,3.0,1.0
1761.0,10.0,RURAL,North West,ZAMFARA,6.0,Male,65.0,None,Second,,3,,,,,,
1761.0,11.0,RURAL,North West,ZAMFARA,7.0,Male,40.0,None,Middle,,8,,23.0,,,3.0,1.0
1761.0,12.0,RURAL,North West,ZAMFARA,2.0,Male,30.0,Senior secondary,Middle,,0,30.0,18.0,7.0,1.0,3.0,1.0
1761.0,13.0,RURAL,North West,ZAMFARA,8.0,Male,62.0,None,Second,,8,,28.0,,,4.5,1.0
1761.0,14.0,RURAL,North West,ZAMFARA,7.0,Male,45.0,Higher/tertiary,Poorest,,0,28.0,32.0,9.666666666666666,3.0,5.0,0.0
1761.0,15.0,RURAL,North West,ZAMFARA,7.0,Male,36.0,Primary,Middle,,7,,23.0,,,6.5,2.0
1761.0,16.0,RURAL,North West,ZAMFARA,4.0,Male,40.0,Higher/tertiary,Second,,4,40.0,27.0,7.0,1.0,5.0,0.0
1761.0,17.0,RURAL,North West,ZAMFARA,8.0,Male,44.0,None,Second,,8,,33.0,,,2.0,1.0
1761.0,18.0,RURAL,North West,ZAMFARA,5.0,Male,70.0,None,Poorest,,0,20.0,,5.0,0.0,,
1761.0,19.0,RURAL,North West,ZAMFARA,12.0,Male,75.0,None,Second,,8,,23.666666666666668,,,2.3333333333333335,2.0
1761.0,20.0,RURAL,North West,ZAMFARA,5.0,Male,40.0,Higher/tertiary,Middle,,5,40.0,30.0,10.0,1.0,5.0,1.0
1762.0,1.0,URBAN,North West,ZAMFARA,4.0,Male,40.0,Senior secondary,Middle,Poorest,7,,21.0,,,8.0,1.0
1762.0,2.0,URBAN,North West,ZAMFARA,7.0,Male,51.0,Higher/tertiary,Richest,Middle,2,,28.5,,,4.5,1.0
1762.0,3.0,URBAN,North West,ZAMFARA,8.0,Male,67.0,None,Middle,Second,8,,,,,,
1762.0,4.0,URBAN,North West,ZAMFARA,8.0,Male,52.0,Senior secondary,Second,Poorest,7,15.0,35.0,10.0,1.0,9.0,0.0
1762.0,5.0,URBAN,North West,ZAMFARA,7.0,Male,36.0,None,Second,Poorest,6,,27.0,,,6.0,1.0
1762.0,6.0,URBAN,North West,ZAMFARA,15.0,Male,60.0,None,Second,Poorest,7,16.666666666666668,29.0,7.666666666666667,2.0,2.5,2.0
1762.0,7.0,URBAN,North West,ZAMFARA,11.0,Male,41.0,None,Middle,Poorest,8,,26.0,,,6.5,2.0
1762.0,8.0,URBAN,North West,ZAMFARA,15.0,Male,54.0,Senior secondary,Fourth,Second,7,,32.0,,,4.666666666666667,3.0
1762.0,9.0,URBAN,North West,ZAMFARA,19.0,Male,65.0,None,Middle,Second,8,,27.166666666666668,,,5.5,5.0
1762.0,10.0,URBAN,North West,ZAMFARA,7.0,Male,44.0,Senior secondary,Poorest,Poorest,7,44.0,27.0,5.0,0.0,6.0,1.0
1762.0,11.0,URBAN,North West,ZAMFARA,8.0,Male,56.0,None,Poorest,Poorest,4,,31.0,,,6.0,0.0
1762.0,12.0,URBAN,North West,ZAMFARA,6.0,Male,31.0,None,Second,Poorest,8,31.0,29.0,6.0,1.0,4.0,1.0
1762.0,13.0,URBAN,North West,ZAMFARA,15.0,Male,66.0,None,Middle,Second,0,,21.75,,,4.0,3.0
1762.0,14.0,URBAN,North West,ZAMFARA,8.0,Male,45.0,Senior secondary,Fourth,Second,8,27.0,37.0,8.333333333333334,2.0,8.0,0.0
1762.0,15.0,URBAN,North West,ZAMFARA,6.0,Female,30.0,None,Second,Poorest,4,,30.0,,,6.0,0.0
1762.0,16.0,URBAN,North West,ZAMFARA,8.0,Male,67.0,Higher/tertiary,Fourth,Middle,8,21.0,23.75,10.0,1.0,5.0,3.0
1762.0,17.0,URBAN,North West,ZAMFARA,27.0,Male,56.0,Higher/tertiary,Fourth,Middle,2,,26.0,,,4.2,2.0
1762.0,18.0,URBAN,North West,ZAMFARA,11.0,Male,54.0,None,Fourth,Second,8,20.0,28.666666666666668,8.333333333333334,2.0,5.0,0.0
1762.0,19.0,URBAN,North West,ZAMFARA,11.0,Male,68.0,None,Second,Poorest,5,,,,,,
1762.0,20.0,URBAN,North West,ZAMFARA,15.0,Male,54.0,Senior secondary,Richest,Fourth,0,20.25,32.0,7.25,3.0,3.6666666666666665,3.0
1763.0,1.0,RURAL,North West,ZAMFARA,10.0,Male,65.0,None,Middle,,6,15.0,32.5,7.0,1.0,4.0,2.0
1763.0,2.0,RURAL,North West,ZAMFARA,13.0,Male,60.0,None,Second,,0,,15.0,,,7.0,1.0
1763.0,3.0,RURAL,North West,ZAMFARA,5.0,Male,31.0,Higher/tertiary,Middle,,6,31.0,25.0,5.0,0.0,7.0,0.0
1763.0,4.0,RURAL,North West,ZAMFARA,5.0,Male,30.0,Senior secondary,Second,,5,,18.5,,,5.5,2.0
1763.0,5.0,RURAL,North West,ZAMFARA,4.0,Male,95.0,None,Poorest,,6,,,,,,
1763.0,6.0,RURAL,North West,ZAMFARA,9.0,Male,60.0,None,Poorest,,6,,40.0,,,5.0,1.0
1763.0,7.0,RURAL,North West,ZAMFARA,12.0,Male,53.0,None,Second,,7,26.0,34.0,10.0,1.0,7.0,0.0
1763.0,8.0,RURAL,North West,ZAMFARA,4.0,Male,30.0,None,Poorest,,5,,25.0,,,6.0,1.0
1763.0,9.0,RURAL,North West,ZAMFARA,3.0,Male,29.0,None,Second,,7,29.0,23.0,7.0,1.0,7.0,0.0
1763.0,10.0,RURAL,North West,ZAMFARA,5.0,Male,28.0,Senior secondary,Poorest,,6,,25.0,,,6.0,1.0
1763.0,11.0,RURAL,North West,ZAMFARA,3.0,Male,22.0,Primary,Second,,0,22.0,19.0,7.0,1.0,4.0,1.0
1763.0,12.0,RURAL,North West,ZAMFARA,6.0,Male,41.0,None,Poorest,,0,,34.0,,,4.0,1.0
1763.0,13.0,RURAL,North West,ZAMFARA,6.0,Male,25.0,None,Second,,6,25.0,21.0,5.0,0.0,4.0,1.0
1763.0,14.0,RURAL,North West,ZAMFARA,3.0,Male,25.0,None,Poorest,,0,,22.0,,,8.0,1.0
1763.0,15.0,RURAL,North West,ZAMFARA,2.0,Male,25.0,Primary,Second,,2,25.0,18.0,10.0,1.0,4.0,1.0
1763.0,16.0,RURAL,North West,ZAMFARA,3.0,Male,72.0,None,Second,,6,,,,,,
1763.0,17.0,RURAL,North West,ZAMFARA,12.0,Male,60.0,None,Second,,7,15.0,40.0,10.0,1.0,4.0,1.0
1763.0,18.0,RURAL,North West,ZAMFARA,3.0,Male,57.0,Primary,Poorest,,8,,,,,,
1763.0,19.0,RURAL,North West,ZAMFARA,3.0,Male,25.0,Primary,Second,,8,25.0,18.0,10.0,1.0,4.0,1.0
1763.0,20.0,RURAL,North West,ZAMFARA,4.0,Male,26.0,Primary,Poorest,,8,,23.0,,,5.0,0.0
1764.0,1.0,RURAL,North West,ZAMFARA,2.0,Male,30.0,Higher/tertiary,Second,,5,,18.0,,,7.0,0.0
1764.0,2.0,RURAL,North West,ZAMFARA,4.0,Male,25.0,Senior secondary,Middle,,7,25.0,19.5,5.0,0.0,4.0,1.0
1764.0,3.0,RURAL,North West,ZAMFARA,8.0,Male,30.0,Primary,Poorest,,5,,24.0,,,6.0,1.0
1764.0,4.0,RURAL,North West,ZAMFARA,7.0,Male,35.0,Junior secondary,Second,,7,35.0,22.5,5.0,0.0,2.0,2.0
1764.0,5.0,RURAL,North West,ZAMFARA,14.0,Male,70.0,None,Poorest,,5,,44.0,,,6.0,2.0
1764.0,6.0,RURAL,North West,ZAMFARA,3.0,Male,72.0,None,Second,,7,,,,,,
1764.0,7.0,RURAL,North West,ZAMFARA,3.0,Male,61.0,Primary,Poorest,,5,,46.0,,,7.0,0.0
1764.0,8.0,RURAL,North West,ZAMFARA,9.0,Male,45.0,None,Second,,7,45.0,27.5,3.0,1.0,6.0,1.0
1764.0,9.0,RURAL,North West,ZAMFARA,7.0,Male,56.0,Primary,Poorest,,5,,,,,,
1764.0,10.0,RURAL,North West,ZAMFARA,6.0,Male,70.0,None,Second,,7,,40.0,,,4.0,1.0
1764.0,11.0,RURAL,North West,ZAMFARA,10.0,Male,55.0,None,Poorest,,8,,32.0,,,4.0,1.0
1764.0,12.0,RURAL,North West,ZAMFARA,10.0,Male,60.0,None,Second,,6,23.0,37.5,5.0,0.0,4.5,0.0
1764.0,13.0,RURAL,North West,ZAMFARA,7.0,Male,39.0,Primary,Poorest,,5,,27.5,,,6.0,2.0
1764.0,14.0,RURAL,North West,ZAMFARA,8.0,Male,40.0,None,Second,,8,27.5,24.0,8.5,2.0,4.0,1.0
1764.0,15.0,RURAL,North West,ZAMFARA,8.0,Male,58.0,Primary,Poorest,,5,,,,,,
1764.0,16.0,RURAL,North West,ZAMFARA,5.0,Female,57.0,None,Second,,8,,,,,,
1764.0,17.0,RURAL,North West,ZAMFARA,16.0,Male,43.0,None,Second,,5,,27.5,,,6.25,4.0
1764.0,18.0,RURAL,North West,ZAMFARA,12.0,Male,40.0,None,Second,,8,25.0,27.5,9.666666666666666,3.0,2.5,2.0
1764.0,19.0,RURAL,North West,ZAMFARA,17.0,Male,55.0,None,Poorest,,8,,35.0,,,2.0,2.0
1764.0,20.0,RURAL,North West,ZAMFARA,5.0,Male,40.0,None,Second,,8,40.0,21.0,10.0,1.0,5.5,1.0
1765.0,1.0,RURAL,North West,ZAMFARA,2.0,Male,81.0,None,Poorest,,3,,,,,,
1765.0,2.0,RURAL,North West,ZAMFARA,11.0,Male,61.0,None,Poorest,,5,17.0,39.0,5.0,0.0,7.0,1.0
1765.0,3.0,RURAL,North West,ZAMFARA,4.0,Male,29.0,None,Poorest,,6,,17.0,,,6.5,1.0
1765.0,4.0,RURAL,North West,ZAMFARA,13.0,Male,37.0,Junior secondary,Poorest,,5,26.0,20.0,8.5,2.0,7.0,1.0
1765.0,6.0,RURAL,North West,ZAMFARA,3.0,Male,71.0,None,Poorest,,7,,,,,,
1765.0,7.0,RURAL,North West,ZAMFARA,13.0,Male,63.0,None,Second,,7,,25.5,,,6.0,1.0
1765.0,8.0,RURAL,North West,ZAMFARA,10.0,Male,47.0,None,Second,,7,47.0,30.0,5.0,0.0,4.5,1.0
1765.0,9.0,RURAL,North West,ZAMFARA,9.0,Male,53.0,None,Second,,7,,34.5,,,6.5,0.0
1765.0,10.0,RURAL,North West,ZAMFARA,11.0,Male,52.0,None,Second,,7,20.0,38.0,10.0,1.0,6.5,0.0
1765.0,11.0,RURAL,North West,ZAMFARA,10.0,Male,60.0,Primary,Second,,8,,24.5,,,2.0,2.0
1765.0,12.0,RURAL,North West,ZAMFARA,10.0,Male,44.0,None,Poorest,,7,44.0,26.0,10.0,1.0,2.5,2.0
1765.0,14.0,RURAL,North West,ZAMFARA,5.0,Male,58.0,None,Poorest,,3,18.0,,8.0,1.0,,
1765.0,16.0,RURAL,North West,ZAMFARA,4.0,Male,29.0,None,Poorest,,3,29.0,24.0,7.0,1.0,6.0,0.0
1765.0,17.0,RURAL,North West,ZAMFARA,6.0,Male,40.0,None,Poorest,,8,,33.0,,,1.0,1.0
1765.0,18.0,RURAL,North West,ZAMFARA,4.0,Male,59.0,None,Poorest,,6,,48.0,,,1.0,1.0
1765.0,19.0,RURAL,North West,ZAMFARA,6.0,Male,35.0,None,Poorest,,8,,30.0,,,1.0,1.0
1765.0,20.0,RURAL,North West,ZAMFARA,8.0,Male,38.0,None,Poorest,,6,38.0,31.0,9.0,1.0,8.0,0.0
1766.0,1.0,RURAL,North West,ZAMFARA,3.0,Male,66.0,None,Poorest,,4,,,,,,
1766.0,2.0,RURAL,North West,ZAMFARA,7.0,Male,70.0,None,Poorest,,0,,30.0,,,5.0,1.0
1766.0,3.0,RURAL,North West,ZAMFARA,11.0,Male,46.0,None,Poorest,,7,27.666666666666668,33.0,10.0,3.0,4.0,1.0
1766.0,5.0,RURAL,North West,ZAMFARA,1.0,Female,40.0,None,Poorest,,7,,40.0,,,0.0,0.0
1766.0,6.0,RURAL,North West,ZAMFARA,5.0,Male,70.0,None,Second,,0,,20.0,,,5.0,1.0
1766.0,7.0,RURAL,North West,ZAMFARA,6.0,Male,57.0,None,Second,,7,16.0,,9.0,2.0,,
1766.0,8.0,RURAL,North West,ZAMFARA,7.0,Male,40.0,None,Second,,0,,27.5,,,5.0,2.0
1766.0,9.0,RURAL,North West,ZAMFARA,4.0,Male,30.0,Primary,Second,,3,30.0,25.0,10.0,1.0,3.0,0.0
1766.0,10.0,RURAL,North West,ZAMFARA,4.0,Male,65.0,None,Poorest,,0,,,,,,
1766.0,11.0,RURAL,North West,ZAMFARA,4.0,Male,56.0,None,Second,,8,18.0,49.0,5.0,0.0,4.0,0.0
1766.0,12.0,RURAL,North West,ZAMFARA,10.0,Male,56.0,None,Poorest,,8,,41.0,,,6.0,0.0
1766.0,13.0,RURAL,North West,ZAMFARA,6.0,Male,60.0,None,Second,,8,15.0,,7.0,1.0,,
1766.0,14.0,RURAL,North West,ZAMFARA,4.0,Male,37.0,None,Poorest,,8,,30.0,,,5.0,0.0
1766.0,15.0,RURAL,North West,ZAMFARA,5.0,Male,29.0,None,Poorest,,8,29.0,25.0,10.0,1.0,5.0,0.0
1766.0,16.0,RURAL,North West,ZAMFARA,9.0,Male,46.0,Higher/tertiary,Poorest,,5,,19.0,,,6.0,0.0
1766.0,17.0,RURAL,North West,ZAMFARA,4.0,Male,71.0,None,Second,,8,18.0,,10.0,1.0,,
1766.0,18.0,RURAL,North West,ZAMFARA,5.0,Male,27.0,None,Poorest,,0,,17.5,,,4.0,1.0
1766.0,19.0,RURAL,North West,ZAMFARA,7.0,Male,47.0,None,Poorest,,8,47.0,41.0,10.0,1.0,1.0,0.0
1766.0,20.0,RURAL,North West,ZAMFARA,8.0,Male,34.0,Primary,Second,,0,,25.5,,,4.0,1.0
1767.0,1.0,URBAN,North West,ZAMFARA,18.0,Male,64.0,Higher/tertiary,Middle,Second,7,18.25,23.0,8.0,4.0,4.0,1.0
1767.0,2.0,URBAN,North West,ZAMFARA,8.0,Male,49.0,Primary,Second,Poorest,6,,39.0,,,5.0,0.0
1767.0,3.0,URBAN,North West,ZAMFARA,5.0,Male,38.0,Higher/tertiary,Fourth,Second,3,38.0,31.0,10.0,1.0,6.0,0.0
1767.0,4.0,URBAN,North West,ZAMFARA,2.0,Female,60.0,None,Middle,Poorest,0,,25.0,,,5.0,1.0
1767.0,5.0,URBAN,North West,ZAMFARA,8.0,Male,57.0,Higher/tertiary,Second,Poorest,7,16.0,44.0,10.0,1.0,5.0,0.0
1767.0,6.0,URBAN,North West,ZAMFARA,8.0,Male,45.0,Higher/tertiary,Second,Poorest,0,,29.0,,,5.0,1.0
1767.0,7.0,URBAN,North West,ZAMFARA,2.0,Male,28.0,Senior secondary,Second,Poorest,2,28.0,,5.0,0.0,,
1767.0,8.0,URBAN,North West,ZAMFARA,9.0,Male,64.0,Higher/tertiary,Fourth,Middle,4,,32.5,,,4.5,2.0
1767.0,9.0,URBAN,North West,ZAMFARA,15.0,Male,42.0,Higher/tertiary,Middle,Second,7,29.0,27.666666666666668,7.5,1.0,6.0,2.0
1767.0,10.0,URBAN,North West,ZAMFARA,10.0,Male,47.0,None,Middle,Poorest,6,,35.0,,,6.0,1.0
1767.0,11.0,URBAN,North West,ZAMFARA,4.0,Male,35.0,Higher/tertiary,Richest,Fourth,0,35.0,28.0,10.0,1.0,6.0,1.0
1767.0,12.0,URBAN,North West,ZAMFARA,10.0,Male,39.0,Higher/tertiary,Fourth,Middle,8,,25.5,,,2.0,2.0
1767.0,13.0,URBAN,North West,ZAMFARA,17.0,Male,81.0,None,Poorest,Poorest,5,25.0,26.333333333333332,7.666666666666667,2.0,4.0,2.0
1767.0,14.0,URBAN,North West,ZAMFARA,8.0,Male,41.0,Senior secondary,Fourth,Second,8,,32.0,,,1.0,0.0
1767.0,15.0,URBAN,North West,ZAMFARA,20.0,Male,50.0,None,Fourth,Second,0,20.25,27.666666666666668,8.0,3.0,4.666666666666667,1.0
1767.0,16.0,URBAN,North West,ZAMFARA,5.0,Male,75.0,None,Middle,Poorest,8,,17.0,,,7.0,1.0
1767.0,17.0,URBAN,North West,ZAMFARA,4.0,Male,35.0,Higher/tertiary,Fourth,Middle,0,35.0,26.0,10.0,1.0,3.0,1.0
1767.0,18.0,URBAN,North West,ZAMFARA,11.0,Male,67.0,None,Richest,Fourth,8,,45.5,,,3.5,2.0
1767.0,19.0,URBAN,North West,ZAMFARA,10.0,Male,60.0,Higher/tertiary,Middle,Poorest,5,,30.666666666666668,,,4.666666666666667,2.0
1767.0,20.0,URBAN,North West,ZAMFARA,14.0,Male,52.0,None,Middle,Poorest,8,,28.666666666666668,,,6.666666666666667,2.0
1769.0,1.0,RURAL,North West,ZAMFARA,10.0,Male,62.0,None,Poorest,,8,,45.0,,,6.0,0.0
1769.0,2.0,RURAL,North West,ZAMFARA,6.0,Male,50.0,None,Second,,8,,43.0,,,6.0,1.0
1769.0,3.0,RURAL,North West,ZAMFARA,8.0,Male,49.0,None,Poorest,,6,34.5,39.0,4.5,2.0,4.0,0.0
1769.0,4.0,RURAL,North West,ZAMFARA,3.0,Male,65.0,None,Poorest,,7,,,,,,
1769.0,5.0,RURAL,North West,ZAMFARA,6.0,Male,53.0,None,Second,,7,,41.0,,,5.0,0.0
1769.0,6.0,RURAL,North West,ZAMFARA,3.0,Male,75.0,None,Second,,7,,,,,,
1769.0,7.0,RURAL,North West,ZAMFARA,4.0,Male,57.0,None,Second,,7,,42.0,,,6.0,0.0
1769.0,8.0,RURAL,North West,ZAMFARA,4.0,Male,49.0,None,Second,,8,,45.0,,,4.0,0.0
1769.0,9.0,RURAL,North West,ZAMFARA,7.0,Male,78.0,None,Second,,8,20.0,47.0,5.0,2.0,4.0,0.0
1769.0,10.0,RURAL,North West,ZAMFARA,6.0,Male,45.0,None,Second,,8,,31.5,,,4.5,0.0
1769.0,11.0,RURAL,North West,ZAMFARA,5.0,Male,51.0,None,Poorest,,6,,40.0,,,4.0,1.0
1769.0,12.0,RURAL,North West,ZAMFARA,4.0,Male,45.0,Primary,Second,,0,,29.0,,,3.0,1.0
1769.0,13.0,RURAL,North West,ZAMFARA,11.0,Male,79.0,None,Poorest,,0,30.6,30.0,4.2,4.0,2.5,2.0
1769.0,14.0,RURAL,North West,ZAMFARA,6.0,Male,45.0,None,Second,,0,,35.0,,,5.0,1.0
1769.0,15.0,RURAL,North West,ZAMFARA,7.0,Male,82.0,None,Second,,4,18.0,29.0,10.0,0.0,2.2,5.0
1769.0,16.0,RURAL,North West,ZAMFARA,6.0,Male,60.0,None,Second,,6,,45.0,,,7.0,0.0
1769.0,17.0,RURAL,North West,ZAMFARA,4.0,Male,80.0,None,Poorest,,7,,48.0,,,6.0,1.0
1769.0,18.0,RURAL,North West,ZAMFARA,10.0,Male,50.0,None,Middle,,7,,36.0,,,6.0,2.0
1769.0,19.0,RURAL,North West,ZAMFARA,3.0,Male,64.0,None,Poorest,,5,16.0,45.0,5.0,1.0,6.0,1.0
1769.0,20.0,RURAL,North West,ZAMFARA,6.0,Male,40.0,None,Middle,,5,,28.0,,,6.0,0.0
